"OCLC #", "Title", "Author", "Language", "Item type", "Publication", "Publisher", "Database", "Notes", "Added date"
"122864290","זבח שמואל : על דיני והלכות שחיטות ובדיקות מהגאון מהרי״ו. Zevaḥ Shemuʼel : ʻal dine ṿe-hilkhot sheḥiṭot u-vediḳot ...","Samuel ben Moses, of Lissa.; Jacob ben Judah Weil","Hebrew","book_printbook","","בדפוס יהונתן ב״ר משה יעקב ..., Dubno : Bi-defus Yanatan [ber] Moshe Jakob ..., 554 [1794]","","","2021-10-26 18:11"
"19153653","Sheḥiṭot u-vediḳot","Jacob ben Judah Weil; Binyamin Ṿolf ben Meʼir Ṿinṭernits","Hebrew","book_printbook","","Wien : Gedruckt bey Anton Schmid priv. Buchdrucker, 1824.","","","2021-10-26 18:11"
"123033096","ספר זבח שמואל : על דיני והלכות שחיטות ובדיקות מהרי״ו. Sefer Zevaḥ Shemuʼel : ʻal dine ṿe-hilkhot sheḥiṭot u-vediḳot Mahariṿ.","Samuel ben Moses, of Lissa.; Jacob ben Judah Weil","Hebrew","book_printbook","","בדפוס מנחם מן במו׳ ברוך ושמחה זימל במו׳ מנחם נחום, Ṿilna ; Horodno : Bi-defus Menaḥem Man b. mo. Barukh ṿe-Śimḥah Zimel b. mo. Menaḥem Naḥum, 579 [1819]","","","2021-10-26 18:11"
"122751854","ס׳ זבח שמואל : על דיני הלכות ש״וב מהגאון מהרי״ו. Sever Zevaḥ Shemuʼel : ʻal dine hilkhot Sh. u-v. ...","Samuel ben Moses, of Lissa.; Jacob ben Judah Weil","Hebrew","book_printbook","","Lemberg, 556 [1796]","","","2021-10-26 18:11"
"19194717","‏זבחי שלמים :‏ ‏ ... הלכות שחיטות ובדיקות ... Zivḥe shelamim : ... hilkhot sheḥiṭot u-vediḳot ...","","Hebrew","book_printbook","","‏געדרוקט בייא אנטון שמיד, ‏ Vienna : [publisher not identified], 1816.","","","2021-10-26 18:11"
"53968465","Sefer Liḳuṭe shoshanim","Daṿid ibn Hin; Jacob ben Ḥayyim Berab; Meir ben Isaac Arama; Obadiah ben Jacob Sforno; Isaac Gershon","Hebrew","book_printbook","","Ṿinitsiʼah : Be-mitsṿat Daniyel Zaniṭi, 5362 [1602]","","","2021-10-26 18:11"
"83791160","Sefer Ohel Yitsḥaḳ = Ohel Jitzchak : kolel kol dine sheḥiṭot u-vediḳot ke-fi asher sidram Yaʻaḳov Ṿail, uve-tosefet merubah u-seviv lo Leḳiṭat Yitsḥaḳ ṿe-Zivḥe tamim","Yitsḥaḳ.; Jacob ben Judah Weil","Hebrew","book_printbook","","Presburg : M. Leṿi, 1850.","","","2021-10-26 18:11"
"19201519","Ohel Yitsḥaḳ : kolel dine sheḥiṭot u-vediḳot ʻal pi seder Yaʻaḳov Ṿayl : Leḳitat Yitsḥak ṿe-Zivḥe tamim ...","Yitsḥaḳ, Baʻal ha-mef̣aber Sefer Ohel Yitsḥaḳ.","Hebrew","book_printbook","","Sudilkov : [publisher not identified], [591, 1830?]","","","2021-10-26 18:11"
"122871231","ספר אהל יצחק : על דיני שחיטות ובדיקות : כפי אשר סידר יעקב וויי״ל ... הגהות יצחק בעל המדבר לקיטת יצחק ... לפי דעת הפרי מגדים ושמלה חדשה ... הלבושי שרד ובית אפרים ... Sefer Ohel Yitsḥaḳ : ʻal dine sheḥiṭot u-vediḳot.","יצחק בן אליעזר, המאה ה־15.  Yitsḥaḳ, Baʻal ha-meḥaber Sefer Ohel Yitsḥaḳ.; Jacob ben Judah Weil; Joseph ben Meir Teomim; Alexander Sender Shor, of Zólkiew;  Daṿid Shelomoh, di-ḳ.ḳ. Soroḳo; Ephraim Zalman ben Menahem Mannes Margolioth","Hebrew","book_printbook","","בדפוס אהרן מדפיס, Levov : Bi-defus Aharon Madfes, 579, 1819.","","","2021-10-26 18:11"
"734071335","שחיטות ובדיקות : של הגאון ... יעקב ווייל זצ''ל / Sheḥiṭot u-vediḳot : shel ha-gaʼon ... Yaʻaḳov Ṿeyl zts.l.","ווייל, יעקב בן יהודה. Yaʻaḳov Ben-Yehudah Ṿail; Tsevi bar Yitsḥaḳ.","","book_printbook","","Amśṭerdam : Props, 1745 = 505 [jüd. Zeit]","","","2021-10-26 18:11"
"1019128976","בדיקות : עם ההגהות והחדושים שליקט ואסף צבי בר יצחק יעקב זל ... / Bediḳot : ʿim ha-hagahot ṿeha-ḥidushim she-liḳeṭ ṿe-asaf Tsevi b.r. yitsḥaḳ Yaʿaḳov zal ...","Jacob ben Judah Weil;  Yitsḥak ben Aharon, mi-Prosṭits","Hebrew","book_printbook","","יצחק פרוסטיץ, Ḳraḳo : Yitsḥaḳ Prosṭits, 340 [1556]","","","2021-10-26 18:11"
"78323161","Sefer Shehitot. [Regulations for slaughtering.].","Jacob Weil","Italian","book_printbook","","Venice, 1752.","","","2021-10-26 18:11"
"122871220","ספר בדיקות / Sefer bediḳot","Jacob ben Judah Weil","Hebrew","book_printbook","","בדפוס חוה אשת נפתלי הירץ גרויש מאן, Lemberg : Chawe Grosman, 600, 1839.","","","2021-10-26 18:11"
"970851191","Sefer Ohel Yitshak : `al dine Shehitot u-vedikot : ke-fi asher sider Ya`akov Vayl ... uve-tokho hagahot ha-rav Yitshak ba`al ... Lekitat Yitshak ... le-fi da`at ha-Peri megadim ve-Simlah hadashah ... ha-Levushe serad u-Vet Efrayim.","Yitshak ben Eli`ezer; Jacob ben Judah  ca Weil; di-k k  Soroko David Shelomoh; Joseph ben Meir Teomim; Alexander Sender  of Zolkiew  d Shor; Ephraim Zalman ben Menahem Mannes Margolioth; Ohel Isaac.; Lekitat Yitshak.","German","book_printbook","","Lemberg : Matfischen Buchdrukerei, bi-defus Aharon Madpis, 579, 1819.","","","2021-10-26 18:11"
"19137215","Ohel Yitsḥaḳ : ʻal dine sheḥiṭot u-vediḳot.","Yitsḥaḳ, Baʻal ha-meḥaber Sefer Ohel Yitsḥaḳ.","Hebrew","book_printbook","","Lemberg : Bi-defus Aharon madpis, 1819.","","","2021-10-26 18:11"
"1050594315","Sefer shehitot u-bedikot [manuscript]","Hebrew Manuscripts (Columbia University. Libraries);","Hebrew","book_printbook","","Mantua, Italy, 1804-1806.","","","2021-10-26 18:11"
"122713174","שחיטות ובדיקות : עם הגהות והחידושים / Sheḥiṭot u-vediḳot : ʻim hagahot ṿeha-ḥidushim","וײל, יעקב, בדפיצו 15פט דומפץעש. Jacob ben Judah Weil","Hebrew","book_printbook","","Frankfurt di-Main, 483 [1723]","","","2021-10-26 18:11"
"1193961149","Sheḥiṭot","Jacob ben Judah Weil","Hebrew","book_mic","","[n.p.] 5437 [1646 or 1647]","","","2021-10-26 18:11"
"122750869","ספר זבחי רצון : כולל כל דיני שחיטות ובדיקות הראיה / Sefer Zivḥe ratson : kolel kol dine sheḥiṭot u-vediḳot ha-reʼiyah","פרענקעל, שרגא פייבש בן מתתיה, סגל. Sheraga Faibush ben M  Segal Frenḳel","Hebrew","book_printbook","","בדפוס דוב בער מאנאש, Kroṭoshin : Bi-defus Dov Ber Monash, 605 [1845]","","","2021-10-26 18:11"
"47763184","עבודת אהרן דיני שחיטות ובדיקות הריאה ע״פי פוסקים ראשונים ואחרונים. ʻAvodat Aharon : dine sheḥiṭot uve-diḳot ha-reʼah ʻal pi posḳim rishonim ṿe-aḥaronim.","Aharon Mosheh ben Tsevi Hirsh.","Hebrew","book_mic","","Fürth : [Ḥ. mo. l.], [1747 or 1748]","","","2021-10-26 18:11"
"884538603","Sheḥiṭot u-vediḳot","Yaʻaqov ben Yehuda Vayl; Waldkirch, Konrad von (Offizin, Basel)","Hebrew","book_printbook","","Basiliʼah : ʻal yede ha-adon Ḳonrad Ṿaldḳirkh, [1610] = [5]371.","","","2021-10-26 18:11"
"959580401","שחיטות ובדיקות : ... עם הגהות וחדושים שליקט ואסף הר""ר צבי בר יצחק. Sheḥiṭot u-vediḳot ...","Jacob ben Judah Weil","Hebrew","book_printbook","","בדפוס יתמי ר' שלמה פרופס, Amsterdam : Bi-defus Shlomah Props, 505 [1745]","","","2021-10-26 18:11"
"1166818300","שחיטות ובדיקות בקצרה / Sheḥiṭot u-vediḳot bi-ḳtsarah","ווייל, יעקב. Jacob ben Judah Weil; Avraham ben Moshe Yeḳutiʼel Ḳoyfman Kats.","Hebrew","book_printbook","","אנטון היינשייט, Franḳfurṭ de-Mayn : Anṭon Hainshaiṭ, 473 [1712 or 1713].","","","2021-10-26 18:11"
"122880453","ספר החיים : כשמו כן הוא נותנת עוז וממשלת חיים הנצחיים ... יורה הדרך אשר ילך בה האדם קודם שיחטא ולאחר שחטא, גם שאר הנהגת האדם ... בתורה ובעבודה ובגמילות חסדים / Sefer ha-ḥayim : keshemo khen hu notenet ʻoz u-memshelet ḥayim ḥanitsḥiyim ...","Ḥayyim ben Bezalel","Hebrew","book_printbook","","Lemberg : Chaje Taube Mattfes, 1847.","","","2021-10-26 18:11"
"713559144","Sheḥiṭot u-vedîḳot.","Samuel Issachar Eibenschütz; Yaʻaḳov Ben-Yehudah Ṿail;","Yiddish","book_mic","","","","","2021-10-26 18:11"
"825071902","שחיטות ובדיקות, בעברית וביידית. Sheḥiṭot u-vediḳot, be-ʻIvrit uve-Yidit.","Jacob ben Judah Weil; Jewish Theological Seminary of America. Library.","Hebrew","book_mss","","[Betweem 1800 and 1860]","","","2021-10-26 18:11"
"123001118","זבחי רצון : כולל כל דיני שחיטות ... / Zivḥe ratson : kolel kol dine sheḥiṭot ...","פרענקעל, שרגא פייבש בר״מ סגל. Sheraga Faibush ben M  Segal Frenḳel","Hebrew","book_printbook","","בדפוס דוב בער מאנאש, Kroṭoshin : Bi-defus Dov Beʻer Monash, 1845.","","","2021-10-26 18:11"
"1049035624","ספר אוהל יצחק : כולל דיני שחיטות ובדיקות כפי אשר סדר ... Sefer Ohel Yitsḥaḳ : kolel dine sheḥiṭot u-vediḳot ke- fi asher seder ... Yaʻaḳov Ṿayl . Leḳitat Yitsḥak","Yitsḥaḳ ben Eliʻezer","Hebrew","book_printbook","","[Sudilkov] : [publisher not identified], 1830.","","","2021-10-26 18:11"
"1243676279","Sefer sheḥiṭot;","Ben Zion Ghirondi","Hebrew","book_mic","","[Padua? 1647?]","","","2021-10-26 18:11"
